time,年,月,日,小时,分钟,秒,温度(室外),湿度(室外),气压(室外),湿度(室内),气压(室内),temperature
1553514541,2019,3,25,19,49,1,17.1,61,983.6,59,983.1,17.7
1553514599,2019,3,25,19,49,59,17.1,61,983.5,60,983.2,17.6
1553514660,2019,3,25,19,51,0,17.1,63,921.2,60,983.6,17.6
1553514722,2019,3,25,19,52,2,17,62,984.2,60,983.6,17.6
1553514780,2019,3,25,19,53,0,17,63,984.1,60,982,17.6
1553514844,2019,3,25,19,54,4,17,63,984.3,60,982.1,17.5
1553514900,2019,3,25,19,55,0,17,63,984.5,61,982.2,17.5
1553514960,2019,3,25,19,56,0,16.9,63,983,61,982.7,17.5
1553515020,2019,3,25,19,57,0,16.9,62,983.1,61,982.9,17.4
1553515080,2019,3,25,19,58,0,16.9,63,983.3,61,982.7,17.4
1553515141,2019,3,25,19,59,1,16.9,64,983.2,61,983.1,17.3
1553515201,2019,3,25,20,0,1,16.9,64,983.1,61,983.3,17.3
1553515263,2019,3,25,20,1,3,16.8,64,983.7,62,983.5,17.2
1553515321,2019,3,25,20,2,1,16.8,63,983.8,62,983.9,17.2
1553515383,2019,3,25,20,3,3,16.8,64,983.9,62,404.4,17.2
1553515441,2019,3,25,20,4,1,16.8,64,983.8,62,984.2,17.2
1553515501,2019,3,25,20,5,1,16.7,65,984.4,62,984.3,17.2
1553515561,2019,3,25,20,6,1,16.7,65,984.6,63,982.4,17.2
1553515622,2019,3,25,20,7,2,16.7,64,984.6,63,982.7,17.2
1553515681,2019,3,25,20,8,1,16.7,65,984.6,63,982.7,17.2
1553515742,2019,3,25,20,9,2,16.7,65,985.1,63,983,17.2
1553515802,2019,3,25,20,10,2,16.7,66,984.9,63,983.1,17.2
1553515864,2019,3,25,20,11,4,16.7,66,984.9,63,982.9,17.1
1553515925,2019,3,25,20,12,5,16.7,66,984.9,63,983,17.1
1553515982,2019,3,25,20,13,2,16.7,66,984.9,63,983.6,17
1553516042,2019,3,25,20,14,2,16.7,66,984.9,64,983.6,16.9
1553516102,2019,3,25,20,15,2,16.7,66,984.9,64,983.8,16.9
1553516162,2019,3,25,20,16,2,16.7,66,984.9,64,984.3,16.9
1553516225,2019,3,25,20,17,5,16.7,66,984.9,64,984.4,16.8
1553516282,2019,3,25,20,18,2,16.7,66,984.9,65,984.5,16.8
1553516343,2019,3,25,20,19,3,16.7,66,984.9,65,984.6,16.8
1553516402,2019,3,25,20,20,2,16.6,66,983.6,65,983,16.8
1553516463,2019,3,25,20,21,3,16.6,67,984,65,983,16.8
1553516523,2019,3,25,20,22,3,16.5,67,985.5,65,983.2,16.7
1553516582,2019,3,25,20,23,2,16.5,67,985.3,65,983.5,16.7
1553516642,2019,3,25,20,24,2,16.5,67,983.4,65,983.5,16.7
1553516703,2019,3,25,20,25,3,16.5,67,983.4,65,983.6,16.7
1553516763,2019,3,25,20,26,3,16.6,67,985.2,65,983.9,16.7
1553516823,2019,3,25,20,27,3,16.6,66,985.5,65,983.9,16.6
1553516944,2019,3,25,20,29,4,16.6,66,985.7,65,984.3,16.7
1553516945,2019,3,25,20,29,5,,,,,,
1553517003,2019,3,25,20,30,3,16.6,66,985.4,66,984.3,16.6
1553517069,2019,3,25,20,31,9,16.6,66,983.6,65,984.3,16.6
1553517125,2019,3,25,20,32,5,16.6,66,985.9,65,984.6,16.6
1553517183,2019,3,25,20,33,3,16.6,66,985.1,65,984.7,16.5
1553517243,2019,3,25,20,34,3,16.6,66,985.9,65,985,16.5
1553517304,2019,3,25,20,35,4,16.6,66,985.5,65,984.9,16.5
1553517366,2019,3,25,20,36,6,16.6,66,985.2,65,985.1,16.5
1553517425,2019,3,25,20,37,5,16.6,66,985.6,65,985.2,16.5
1553517484,2019,3,25,20,38,4,16.6,64,986,65,983.3,16.5
1553517545,2019,3,25,20,39,5,16.6,64,985.9,65,983.6,16.5
1553517604,2019,3,25,20,40,4,16.5,65,986,65,983.6,16.5
1553517665,2019,3,25,20,41,5,16.5,65,985.8,65,983.7,16.5
1553517724,2019,3,25,20,42,4,16.6,65,985.3,64,983.7,16.5
1553517784,2019,3,25,20,43,4,16.6,65,985.3,65,983.7,16.5
1553517845,2019,3,25,20,44,5,16.6,65,985.4,65,983.7,16.5
1553517904,2019,3,25,20,45,4,16.7,65,984.9,65,983.7,16.5
1553517964,2019,3,25,20,46,4,16.7,65,985.6,65,983.7,16.5
1553518024,2019,3,25,20,47,4,16.7,64,985.3,65,983.7,16.5
1553518084,2019,3,25,20,48,4,16.6,63,984.8,65,983.7,16.5
1553518145,2019,3,25,20,49,5,16.6,63,1068,64,983.7,16.5
1553518205,2019,3,25,20,50,5,16.6,63,984.8,64,983.7,16.5
1553518265,2019,3,25,20,51,5,16.5,63,985.3,63,983.5,16.5
1553518325,2019,3,25,20,52,5,16.6,64,985.1,63,983.7,16.5
1553518385,2019,3,25,20,53,5,16.7,64,985.1,63,405.6,16.5
1553518445,2019,3,25,20,54,5,16.7,64,984.9,64,983.8,16.6
1553518505,2019,3,25,20,55,5,16.7,64,984.6,64,983.7,16.6
1553518565,2019,3,25,20,56,5,16.8,64,984.5,64,983.9,16.6
1553518626,2019,3,25,20,57,6,16.8,64,984.6,64,983.6,16.6
1553518688,2019,3,25,20,58,8,16.8,65,984.4,64,983.6,16.6
1553518745,2019,3,25,20,59,5,16.9,65,984.1,64,983.8,16.6
1553518806,2019,3,25,21,0,6,16.9,65,986.2,64,985.6,16.7
1553518866,2019,3,25,21,1,6,16.9,64,984.6,64,985.6,16.7
1553518926,2019,3,25,21,2,6,16.9,65,986.2,64,985.4,16.7
1553518986,2019,3,25,21,3,6,17,64,986,64,985.6,16.7
1553519048,2019,3,25,21,4,8,17,64,986.1,64,985.4,16.7
1553519106,2019,3,25,21,5,6,17,64,986,64,985.4,16.7
1553519166,2019,3,25,21,6,6,17,64,985.7,64,985.3,16.7
1553519226,2019,3,25,21,7,6,17,64,986,64,985.3,16.7
1553519286,2019,3,25,21,8,6,17,65,985.8,65,985.5,16.7
1553519347,2019,3,25,21,9,7,17,65,985.7,65,985.2,16.8
1553519407,2019,3,25,21,10,7,17,65,985.6,65,985.2,16.8
1553519468,2019,3,25,21,11,8,17,65,985.7,65,985.2,16.8
1553519527,2019,3,25,21,12,7,17,66,985.4,65,985.4,16.8
1553519587,2019,3,25,21,13,7,17,66,985.4,65,985.2,16.8
1553519648,2019,3,25,21,14,8,17,66,985.6,64,985.2,16.8
1553519707,2019,3,25,21,15,7,17,66,985.9,64,985.2,16.8
1553519769,2019,3,25,21,16,9,17,66,985.2,64,985.6,16.8
1553519827,2019,3,25,21,17,7,17,66,985.2,64,985.1,16.8
1553519887,2019,3,25,21,18,7,17,66,985.4,65,985.1,16.8
1553519947,2019,3,25,21,19,7,17,65,985.2,65,985.1,16.8
1553520007,2019,3,25,21,20,7,16.9,66,985.2,65,984.9,16.8
1553520068,2019,3,25,21,21,8,17,66,985.2,65,985.1,16.8
1553520129,2019,3,25,21,22,9,17,65,985.1,65,985.3,16.8
1553520189,2019,3,25,21,23,9,17,65,985.1,65,985.3,16.8
1553520250,2019,3,25,21,24,10,17,66,985,64,985.2,16.8
1553520310,2019,3,25,21,25,10,17,66,984.5,64,985.1,16.8
1553520368,2019,3,25,21,26,8,16.9,66,984.8,65,985.2,16.8
1553520428,2019,3,25,21,27,8,16.9,65,985.3,65,985.2,16.8
1553520488,2019,3,25,21,28,8,16.9,65,985.5,65,985.1,16.8
1553520548,2019,3,25,21,29,8,16.9,65,985.2,65,985,16.8
1553520608,2019,3,25,21,30,8,16.8,65,985.7,65,985.4,16.8
1553520668,2019,3,25,21,31,8,16.8,66,985.3,65,985.2,16.8
1553520729,2019,3,25,21,32,9,16.8,66,986,64,985,16.8
1553520788,2019,3,25,21,33,8,16.8,66,986,64,985,16.8
1553520849,2019,3,25,21,34,9,16.8,66,986.4,64,985,16.8
1553520909,2019,3,25,21,35,9,16.7,66,986.2,64,985.2,16.8
1553520969,2019,3,25,21,36,9,16.7,66,984.7,64,985,16.8
1553521028,2019,3,25,21,37,8,16.7,66,984.7,64,985.2,16.8
1553521089,2019,3,25,21,38,9,16.7,66,984.5,65,985.3,16.8
1553521149,2019,3,25,21,39,9,16.6,64,984.5,63,985.5,16.7
1553521209,2019,3,25,21,40,9,16.6,64,984.5,63,985.3,16.7
1553521269,2019,3,25,21,41,9,16.6,65,984.5,64,985.1,16.7
1553521331,2019,3,25,21,42,11,16.6,65,985.1,64,985.4,16.6
1553521390,2019,3,25,21,43,10,16.6,66,985.3,64,983.8,16.6
1553521449,2019,3,25,21,44,9,16.6,66,979.6,64,983.5,16.6
1553521509,2019,3,25,21,45,9,16.6,66,985.3,64,983.8,16.6
1553521569,2019,3,25,21,46,9,16.7,66,985.8,65,983.6,16.6
1553521632,2019,3,25,21,47,12,16.7,66,985.5,65,984.1,16.6
1553521692,2019,3,25,21,48,12,16.7,66,985.1,65,984.1,16.6
1553521751,2019,3,25,21,49,11,16.7,66,985.1,65,983.9,16.6
1553521810,2019,3,25,21,50,10,16.7,66,985.1,65,984.2,16.6
1553521870,2019,3,25,21,51,10,16.7,66,985.1,65,984.2,16.6
1553521930,2019,3,25,21,52,10,16.7,66,985.1,65,984.2,16.6
1553521990,2019,3,25,21,53,10,,,,65,984.1,16.7
1553521991,2019,3,25,21,53,11,16.7,66,985.1,,,
1553522050,2019,3,25,21,54,10,16.7,66,985.1,65,984.3,16.7
1553522110,2019,3,25,21,55,10,16.7,66,985.1,65,984.2,16.7
1553522170,2019,3,25,21,56,10,16.7,66,985.1,65,984.2,16.7
1553522232,2019,3,25,21,57,12,16.7,66,985.1,65,984.2,16.6
1553522291,2019,3,25,21,58,11,16.6,66,986.6,65,984.2,16.6
1553522355,2019,3,25,21,59,15,16.6,66,986.5,66,984.4,16.5
1553522411,2019,3,25,22,0,11,16.6,66,986.7,66,984.6,16.5
1553522474,2019,3,25,22,1,14,16.6,66,986.1,66,984.8,16.5
1553522531,2019,3,25,22,2,11,16.6,66,986.4,66,984.8,16.5
1553522593,2019,3,25,22,3,13,,,,66,985.1,16.5
1553522594,2019,3,25,22,3,14,16.6,67,986.1,,,
1553522651,2019,3,25,22,4,11,16.6,67,986.2,66,984.8,16.5
1553522711,2019,3,25,22,5,11,16.6,67,986.5,66,984.6,16.6
1553522771,2019,3,25,22,6,11,16.6,68,984.7,66,984.8,16.6
1553522832,2019,3,25,22,7,12,16.5,68,986.4,66,984.8,16.6
1553522891,2019,3,25,22,8,11,16.5,68,986.8,66,984.6,16.6
1553522951,2019,3,25,22,9,11,16.5,68,986.2,66,984.6,16.6
1553523012,2019,3,25,22,10,12,16.5,68,984.5,66,984.8,16.6
1553523072,2019,3,25,22,11,12,16.5,68,986.5,66,984.8,16.6
1553523132,2019,3,25,22,12,12,16.5,69,986.4,66,985,16.6
1553523192,2019,3,25,22,13,12,16.6,69,986.6,66,985,16.6
1553523254,2019,3,25,22,14,14,16.5,69,986.4,66,984.8,16.6
1553523311,2019,3,25,22,15,11,16.6,69,986.8,66,984.8,16.6
1553523372,2019,3,25,22,16,12,16.6,69,984.7,66,984.8,16.6
1553523432,2019,3,25,22,17,12,16.6,69,986.5,66,985,16.6
1553523493,2019,3,25,22,18,13,16.5,69,986.7,66,985,16.6
1553523552,2019,3,25,22,19,12,16.5,69,984.7,66,985,16.6
1553523614,2019,3,25,22,20,14,16.5,69,986.6,66,984.8,16.6
1553523672,2019,3,25,22,21,12,16.5,69,986.5,66,985,16.6
1553523732,2019,3,25,22,22,12,16.5,68,986.5,66,984.8,16.6
1553523792,2019,3,25,22,23,12,16.6,69,986.4,66,985,16.6
1553523854,2019,3,25,22,24,14,16.6,68,986.5,66,985,16.6
1553523912,2019,3,25,22,25,12,,,,66,985.2,16.6
1553523913,2019,3,25,22,25,13,16.6,68,986.3,,,
1553523973,2019,3,25,22,26,13,16.6,68,986.7,66,985,16.6
1553524033,2019,3,25,22,27,13,16.6,68,986.2,66,985.1,16.6
1553524093,2019,3,25,22,28,13,16.6,68,986.4,66,985.1,16.6
1553524153,2019,3,25,22,29,13,16.6,68,986.8,66,985.2,16.6
1553524213,2019,3,25,22,30,13,16.6,69,986.3,66,984.8,16.6
1553524273,2019,3,25,22,31,13,16.6,69,986.6,67,984.8,16.6
1553524333,2019,3,25,22,32,13,16.7,70,986.4,67,985,16.6
1553524394,2019,3,25,22,33,14,16.7,70,986.5,67,985,16.6
1553524454,2019,3,25,22,34,14,16.7,69,986.5,67,985,16.6
1553524514,2019,3,25,22,35,14,16.7,69,986.1,67,985.3,16.6
1553524574,2019,3,25,22,36,14,16.7,69,986.7,67,985.2,16.6
1553524634,2019,3,25,22,37,14,16.7,69,986.7,67,985.3,16.6
1553524693,2019,3,25,22,38,13,16.7,70,986.4,67,985.3,16.6
1553524754,2019,3,25,22,39,14,16.7,70,986.2,67,985.1,16.6
1553524813,2019,3,25,22,40,13,16.7,69,985.8,67,985.3,16.6
1553524874,2019,3,25,22,41,14,16.6,69,985.8,67,985.1,16.6
1553524934,2019,3,25,22,42,14,16.6,69,986.2,67,985.1,16.6
1553524994,2019,3,25,22,43,14,16.6,69,986.1,67,985.2,16.6
1553525054,2019,3,25,22,44,14,16.6,69,986.4,67,985.1,16.6
1553525118,2019,3,25,22,45,18,16.6,69,986.1,67,985,16.6
1553525174,2019,3,25,22,46,14,16.6,69,986.1,67,985,16.6
1553525235,2019,3,25,22,47,15,16.6,69,986.1,67,985.3,16.6
1553525297,2019,3,25,22,48,17,16.6,69,986.1,67,985.2,16.6
1553525354,2019,3,25,22,49,14,16.6,69,986.6,67,985.2,16.6
1553525416,2019,3,25,22,50,16,16.6,70,986.1,67,985.2,16.6
1553525474,2019,3,25,22,51,14,16.6,70,986.4,67,985.2,16.6
1553525535,2019,3,25,22,52,15,16.6,70,986.4,67,985.3,16.6
1553525594,2019,3,25,22,53,14,16.6,70,986.6,67,985.5,16.6
1553525655,2019,3,25,22,54,15,16.6,70,986.2,67,985.5,16.6
1553525718,2019,3,25,22,55,18,16.6,69,987,67,985.5,16.6
1553525779,2019,3,25,22,56,19,16.6,68,986.5,67,985.7,16.6
1553525835,2019,3,25,22,57,15,16.6,69,986.4,67,985.5,16.6
1553525896,2019,3,25,22,58,16,16.6,69,986.7,68,985.1,16.6
1553525955,2019,3,25,22,59,15,16.7,70,986.6,68,985.3,16.6
1553526015,2019,3,25,23,0,15,16.6,70,986.5,68,985.5,16.6
1553526075,2019,3,25,23,1,15,16.7,70,986.7,68,985.5,16.6
1553526136,2019,3,25,23,2,16,16.7,70,986.6,68,985.5,16.6
1553526196,2019,3,25,23,3,16,16.7,69,986.3,68,985.5,16.6
1553526257,2019,3,25,23,4,17,16.7,69,986.3,68,985.6,16.6
1553526317,2019,3,25,23,5,17,16.7,70,986.3,68,985.5,16.5
1553526376,2019,3,25,23,6,16,16.7,69,986.3,68,985.5,16.6
1553526436,2019,3,25,23,7,16,16.7,69,986.2,68,985.6,16.6
1553526501,2019,3,25,23,8,21,16.7,69,986.3,68,985.4,16.6
1553526556,2019,3,25,23,9,16,16.6,70,986.1,69,985.6,16.5
1553526617,2019,3,25,23,10,17,16.6,70,986.2,69,985.4,16.6
1553526676,2019,3,25,23,11,16,16.6,70,986.3,69,985.6,16.6
1553526736,2019,3,25,23,12,16,16.6,70,986.4,69,985.6,16.6
1553526796,2019,3,25,23,13,16,16.6,70,986.3,69,985.7,16.6
1553526857,2019,3,25,23,14,17,16.6,70,986.4,69,985.4,16.6
1553526917,2019,3,25,23,15,17,16.6,70,986.6,69,985.7,16.6
1553526977,2019,3,25,23,16,17,16.6,70,986.4,68,985.7,16.6
1553527039,2019,3,25,23,17,19,16.6,70,986.3,68,985.7,16.6
1553527098,2019,3,25,23,18,18,16.6,70,986.3,68,985.6,16.6
1553527157,2019,3,25,23,19,17,16.6,70,986.6,69,985.5,16.6
1553527220,2019,3,25,23,20,20,16.6,70,986.2,69,985.7,16.5
1553527284,2019,3,25,23,21,24,16.6,70,986.3,69,985.7,16.6
1553527337,2019,3,25,23,22,17,16.6,69,986.7,69,985.7,16.5
1553527397,2019,3,25,23,23,17,16.6,70,986.7,69,406.1,16.5
1553527461,2019,3,25,23,24,21,16.6,70,986.5,69,985.6,16.5
1553527518,2019,3,25,23,25,18,16.6,70,986.5,69,985.7,16.5
1553527578,2019,3,25,23,26,18,16.6,70,986.5,69,985.8,16.5
1553527638,2019,3,25,23,27,18,16.6,70,986.5,69,985.8,16.5
1553527698,2019,3,25,23,28,18,16.6,70,986.5,69,985.8,16.5
1553527760,2019,3,25,23,29,20,,,,69,985.8,16.5
1553527765,2019,3,25,23,29,25,16.6,70,986.5,,,
1553527818,2019,3,25,23,30,18,16.6,70,986.5,69,986,16.5
1553527881,2019,3,25,23,31,21,16.6,70,986.5,69,985.8,16.5
1553527940,2019,3,25,23,32,20,16.6,70,986.5,69,985.8,16.5
1553528004,2019,3,25,23,33,24,16.6,70,986.5,69,986,16.5
1553528059,2019,3,25,23,34,19,16.6,70,986.5,69,986,16.5
1553528118,2019,3,25,23,35,18,16.6,70,986.5,69,985.8,16.5
1553528179,2019,3,25,23,36,19,16.6,70,986.5,69,985.8,16.5
1553528239,2019,3,25,23,37,19,16.5,71,987.2,69,985.8,16.5
1553528302,2019,3,25,23,38,22,16.5,71,986.6,69,985.6,16.5
1553528306,2019,3,25,23,38,26,,,,,,
1553528359,2019,3,25,23,39,19,16.5,71,985.1,69,986,16.5
1553528420,2019,3,25,23,40,20,16.5,71,987,69,986.1,16.5
1553528480,2019,3,25,23,41,20,16.4,72,987.2,69,985.8,16.5
1553528539,2019,3,25,23,42,19,16.4,72,987.2,69,985.9,16.5
1553528601,2019,3,25,23,43,21,16.4,71,985.4,69,985.9,16.5
1553528661,2019,3,25,23,44,21,16.5,71,985.3,69,985.9,16.4
1553528720,2019,3,25,23,45,20,16.4,70,985.4,70,986.4,16.4
1553528780,2019,3,25,23,46,20,16.5,70,985.4,70,986.2,16.4
1553528840,2019,3,25,23,47,20,16.5,69,985.1,70,986.3,16.3
1553528900,2019,3,25,23,48,20,16.5,69,985.6,69,986.3,16.3
1553528959,2019,3,25,23,49,19,16.5,69,985.4,69,986.4,16.3
1553529020,2019,3,25,23,50,20,16.5,69,985.1,69,984.7,16.3
1553529082,2019,3,25,23,51,22,16.5,69,985.3,69,984.7,16.3
1553529140,2019,3,25,23,52,20,16.5,70,985.3,69,984.8,16.3
1553529200,2019,3,25,23,53,20,16.5,70,985.1,69,984.7,16.3
1553529261,2019,3,25,23,54,21,16.5,70,985.2,69,984.7,16.3
1553529321,2019,3,25,23,55,21,16.5,70,985,69,984.8,16.3
1553529382,2019,3,25,23,56,22,16.5,70,985.1,70,984.8,16.3
1553529440,2019,3,25,23,57,20,16.5,70,985.4,70,984.7,16.2
1553529500,2019,3,25,23,58,20,16.5,70,984.9,70,984.9,16.2
1553529560,2019,3,25,23,59,20,16.5,69,985.2,70,984.7,16.2
1553529620,2019,3,26,0,0,20,18.2,62,987.7,71,988.7,16.3
1553529682,2019,3,26,0,1,22,18.1,63,988,71,988.5,16.3
1553529741,2019,3,26,0,2,21,18.1,64,987.2,71,988.2,16.4
1553529800,2019,3,26,0,3,20,18.2,63,987.3,70,987.8,16.4
1553529860,2019,3,26,0,4,20,18.1,63,989.1,70,987.9,16.4
1553529920,2019,3,26,0,5,20,18,63,987.7,71,987.5,16.5
1553529982,2019,3,26,0,6,22,17.9,65,988.9,71,987.3,16.5
1553530042,2019,3,26,0,7,22,18.1,65,989.3,71,989.3,16.6
1553530101,2019,3,26,0,8,21,18.2,63,988.9,71,988.7,16.7
1553530161,2019,3,26,0,9,21,18.3,64,988.9,71,988.5,16.7
1553530221,2019,3,26,0,10,21,18.3,63,988.6,71,988.1,16.8
1553530281,2019,3,26,0,11,21,18.3,62,988.3,71,988,16.8
1553530341,2019,3,26,0,12,21,18.4,64,988,71,987.6,16.8
1553530401,2019,3,26,0,13,21,18.5,63,987.6,71,987.5,16.9
1553530462,2019,3,26,0,14,22,18.6,64,989.5,70,989,16.9
1553530522,2019,3,26,0,15,22,18.4,62,988.5,70,988.9,16.9
1553530582,2019,3,26,0,16,22,18.4,64,989,70,988.5,17
1553530642,2019,3,26,0,17,22,18.3,64,989.3,71,988.3,17
1553530702,2019,3,26,0,18,22,18.4,62,988.9,70,987.7,17.1
1553530762,2019,3,26,0,19,22,18.3,63,988.7,70,987.6,17.1
1553530822,2019,3,26,0,20,22,18.4,62,988.3,70,987.2,17.2
1553530882,2019,3,26,0,21,22,18.4,62,988.5,70,987,17.2
1553530942,2019,3,26,0,22,22,18.5,65,988,70,988.6,17.3
1553531003,2019,3,26,0,23,23,18.7,64,987.9,69,988.4,17.3
1553531063,2019,3,26,0,24,23,18.9,62,987.7,69,988.1,17.4
1553531123,2019,3,26,0,25,23,18.9,61,987,69,987.7,17.4
1553531183,2019,3,26,0,26,23,18.5,61,988.8,69,987.3,17.4
1553531242,2019,3,26,0,27,22,18.3,63,988.7,69,987.2,17.4
1553531303,2019,3,26,0,28,23,18.5,64,988.6,69,987,17.5
1553531363,2019,3,26,0,29,23,18.7,64,988.4,69,986.4,17.5
1553531423,2019,3,26,0,30,23,18.7,64,988.1,68,988.2,17.5
1553531483,2019,3,26,0,31,23,18.5,61,988.2,68,987.9,17.5
1553531543,2019,3,26,0,32,23,17.9,63,988.2,68,987.7,17.6
1553531604,2019,3,26,0,33,24,17.8,64,986.5,68,987.6,17.7
1553531663,2019,3,26,0,34,23,17.9,63,987.3,68,987.2,17.7
1553531723,2019,3,26,0,35,23,17.9,65,924.9,68,986.9,17.8
1553531783,2019,3,26,0,36,23,18,64,987.4,68,986.7,17.8
1553531844,2019,3,26,0,37,24,18.3,63,987.4,67,986.4,17.9
1553531903,2019,3,26,0,38,23,18.6,62,986.7,67,988.1,17.9
1553531964,2019,3,26,0,39,24,18.6,60,987.1,66,987.8,17.9
1553532025,2019,3,26,0,40,25,18.4,62,986.5,66,987.6,17.9
1553532083,2019,3,26,0,41,23,18.6,61,988.4,66,987.2,18
1553532144,2019,3,26,0,42,24,18.7,61,987.9,66,986.9,18
1553532206,2019,3,26,0,43,26,18.9,60,987.7,66,986.8,18.1
1553532264,2019,3,26,0,44,24,18.8,59,987.3,66,986.4,18.1
1553532324,2019,3,26,0,45,24,18.7,60,986.8,66,986.2,18.1
1553532384,2019,3,26,0,46,24,18.5,61,987.3,65,986.1,18.2
1553532445,2019,3,26,0,47,25,18.5,61,987,65,987.6,18.2
1553532506,2019,3,26,0,48,26,18.2,61,986.9,65,987.5,18.3
1553532564,2019,3,26,0,49,24,18.2,62,987.7,65,987.2,18.3
1553532624,2019,3,26,0,50,24,18.4,62,987.4,64,987,18.4
1553532685,2019,3,26,0,51,25,18.7,60,987.4,63,986.6,18.4
1553532745,2019,3,26,0,52,25,18.8,59,987.4,63,986.4,18.5
1553532805,2019,3,26,0,53,25,18.9,60,987.3,64,985.9,18.5
1553532865,2019,3,26,0,54,25,19.1,59,986.8,63,987.8,18.6
1553532925,2019,3,26,0,55,25,19.1,58,988.2,63,987.4,18.7
1553532985,2019,3,26,0,56,25,19.2,58,988.1,63,987,18.7
1553533047,2019,3,26,0,57,27,19.3,60,924.9,64,986.4,18.8
1553533105,2019,3,26,0,58,25,19,58,986.8,63,986.3,18.8
1553533165,2019,3,26,0,59,25,18.6,59,987.6,62,986.2,18.8
1553533226,2019,3,26,1,0,26,16.3,69,986.4,69,985.7,16.2
1553533287,2019,3,26,1,1,27,16.3,70,986.3,69,985.5,16.2
1553533347,2019,3,26,1,2,27,16.3,69,986.7,69,985.7,16.2
1553533410,2019,3,26,1,3,30,16.3,69,986.3,69,985.5,16.2
1553533467,2019,3,26,1,4,27,16.3,69,986.3,69,985.7,16.2
1553533527,2019,3,26,1,5,27,16.3,69,986.4,69,985.3,16.2
1553533587,2019,3,26,1,6,27,16.3,69,986.4,69,985.5,16.2
1553533649,2019,3,26,1,7,29,16.3,69,986.4,69,985.4,16.2
1553533707,2019,3,26,1,8,27,16.3,69,986.4,69,985.5,16.2
1553533767,2019,3,26,1,9,27,16.3,69,986.4,69,985.6,16.2
1553533830,2019,3,26,1,10,30,16.3,69,986.4,69,985.7,16.2
1553533887,2019,3,26,1,11,27,16.3,69,986.4,69,985.7,16.2
1553533948,2019,3,26,1,12,28,16.3,69,986.4,69,985.7,16.2
1553534007,2019,3,26,1,13,27,16.3,69,986.4,69,985.5,16.2
1553534068,2019,3,26,1,14,28,16.2,70,986.6,69,986,16.1
1553534127,2019,3,26,1,15,27,16.2,69,987.1,69,986,16.1
1553534188,2019,3,26,1,16,28,,,,69,986,16.2
1553534192,2019,3,26,1,16,32,16.2,69,987.1,,,
1553534256,2019,3,26,1,17,36,16.2,70,986.8,69,986,16.1
1553534308,2019,3,26,1,18,28,16.2,70,987.2,70,986,16.1
1553534367,2019,3,26,1,19,27,16.2,70,987.1,70,986.2,16.2
1553534428,2019,3,26,1,20,28,16.3,70,987.1,70,986,16.2
1553534488,2019,3,26,1,21,28,16.3,70,986.8,70,986,16.2
1553534548,2019,3,26,1,22,28,16.3,70,986.9,70,986,16.2
1553534608,2019,3,26,1,23,28,16.3,70,986.8,70,986,16.2
1553534669,2019,3,26,1,24,29,16.3,70,986.8,70,986,16.2
1553534728,2019,3,26,1,25,28,16.3,70,986.6,70,986.2,16.2
1553534788,2019,3,26,1,26,28,16.3,69,986.9,70,986,16.2
1553534849,2019,3,26,1,27,29,16.2,69,987.3,70,986.2,16.2
1553534910,2019,3,26,1,28,30,16.2,69,987.3,70,986,16.2
1553534974,2019,3,26,1,29,34,16.2,69,987.1,70,986,16.2
1553535029,2019,3,26,1,30,29,16.2,70,986.8,70,986,16.2
1553535090,2019,3,26,1,31,30,,,,70,986,16.2
1553535091,2019,3,26,1,31,31,16.2,70,987.3,,,
1553535149,2019,3,26,1,32,29,16.2,71,986.9,70,985.8,16.2
1553535209,2019,3,26,1,33,29,16.2,70,987.2,70,986,16.2
1553535269,2019,3,26,1,34,29,16.2,69,987.3,70,986,16.2
1553535329,2019,3,26,1,35,29,16.2,69,986.8,70,986.1,16.2
1553535393,2019,3,26,1,36,33,16.2,69,987.1,70,986.2,16.2
1553535450,2019,3,26,1,37,30,16.2,70,987.3,70,986.2,16.2
1553535509,2019,3,26,1,38,29,16.2,70,987.1,70,986,16.2
1553535571,2019,3,26,1,39,31,,,,70,986,16.2
1553535575,2019,3,26,1,39,35,16.2,70,987.4,,,
1553535630,2019,3,26,1,40,30,16.2,70,987.3,70,986,16.2
1553535690,2019,3,26,1,41,30,16.2,69,987.2,70,986,16.2
1553535751,2019,3,26,1,42,31,16.2,70,987.3,70,986,16.2
1553535810,2019,3,26,1,43,30,16.2,70,987.3,70,986.1,16.2
1553535871,2019,3,26,1,44,31,16.2,70,987.5,70,986.1,16.2
1553535930,2019,3,26,1,45,30,16.2,69,987,70,986.1,16.2
1553535994,2019,3,26,1,46,34,16.2,69,987.4,70,985.9,16.2
1553536053,2019,3,26,1,47,33,16.2,69,987.4,70,986.3,16.2
1553536112,2019,3,26,1,48,32,16.2,70,985.5,70,986,16.2
1553536173,2019,3,26,1,49,33,16.2,70,987.1,70,986.1,16.2
1553536232,2019,3,26,1,50,32,16.2,70,987.2,70,986.1,16.2
1553536290,2019,3,26,1,51,30,16.2,70,985.4,70,986.1,16.2
1553536351,2019,3,26,1,52,31,16.2,70,985.4,70,985.9,16.2
1553536411,2019,3,26,1,53,31,16.2,70,944.2,70,406.4,16.2
1553536473,2019,3,26,1,54,33,16.2,70,987.1,70,985.8,16.2
1553536531,2019,3,26,1,55,31,16.2,71,985.5,70,985.7,16.2
1553536591,2019,3,26,1,56,31,16.1,70,985.6,70,985.9,16.2
